,title,price,link
20,"Lenovo IdeaPad Slim 3 Intel Core i7 12th Gen 15.6inch (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/1Yr ADP Free/3months Game Pass/Grey/1.63Kg), 82RK011GIN  ","₹56,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4Nzk4MDk4NDA0MTUzMjAzOjE3MjE2NTYwMDE6c3BfYXRmX25leHQ6MzAwMTA3NTE3ODQwOTMyOjowOjo&url=%2FLenovo-IdeaPad-39-62cm-Windows-82RK011EIN%2Fdp%2FB0CMGZCDRW%2Fref%3Dsr_1_17_sspa%3Fcrid%3D90IDMGCNQ28V%26dib%3DeyJ2IjoiMSJ9.4AYABodbM1C5JzOptik4SmF41fWoOeJPwiNN5WAqCFt33bmMQo4EvgC-jDf4o7wGSvlvgTCc9hR1qjbS-97OUqtkeQgCcRav2fv2gsQ3qr6jHCAa7yk0K7N2kcO6nc208mmufpeka78thaOoEKaAkNmp9jo9IdCD845MZuV_hm04sclN_ee5vL4UQjlPIyDPbWQ_2Kd5LyLCEWWkfssR9eXWmotbeRKDlsXJt-USoew.i9d4qzHfiSdOBTxataDQNU3V9vm5M_zKgZ2BAu52938%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721656001%26sprefix%3Dlaptop%252Caps%252C248%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
21,"ASUS Vivobook 15, IntelCore i7-12650H 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16 GB RAM/512GB SSD/Win11/Office 2021/Backlit/42WHr /Silver/1.75), X1502ZA-EJ742WS  ","₹57,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4Nzk4MDk4NDA0MTUzMjAzOjE3MjE2NTYwMDE6c3BfYXRmX25leHQ6MzAwMjUwODMxNDk1NDMyOjowOjo&url=%2FASUS-Vivobook-IntelCore-i7-12650H-X1502ZA-EJ742WS%2Fdp%2FB0CCP9RSG9%2Fref%3Dsr_1_18_sspa%3Fcrid%3D90IDMGCNQ28V%26dib%3DeyJ2IjoiMSJ9.4AYABodbM1C5JzOptik4SmF41fWoOeJPwiNN5WAqCFt33bmMQo4EvgC-jDf4o7wGSvlvgTCc9hR1qjbS-97OUqtkeQgCcRav2fv2gsQ3qr6jHCAa7yk0K7N2kcO6nc208mmufpeka78thaOoEKaAkNmp9jo9IdCD845MZuV_hm04sclN_ee5vL4UQjlPIyDPbWQ_2Kd5LyLCEWWkfssR9eXWmotbeRKDlsXJt-USoew.i9d4qzHfiSdOBTxataDQNU3V9vm5M_zKgZ2BAu52938%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721656001%26sprefix%3Dlaptop%252Caps%252C248%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
22,"HP Laptop 15s, 12th Gen Intel Core i3, 15.6-inch (39.6 cm), 8GB DDR4, 512GB SSD, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.69 kg), fq5007TU / FQ5327TU  ","₹36,036",https://amazon.in//HP-i3-1215U-15-6-inch-Graphics-Speakers/dp/B0BP2M7CCS/ref=sr_1_3?crid=90IDMGCNQ28V&dib=eyJ2IjoiMSJ9.AeiGbFXyCURID9x2n--3FgKLs-WlE8yDSsYWx_W3MCoW-_LW77YZRX4IuZ4Hm3lP_0q-HnFpsjqs-5WZypKGw_pjeGJgDzlnQ493QYrydCAeUs5dXmlMLKxjrKfZ_QLyITJUMFqhSez9NgUV-iMBwtvpaR_u2Iy6qx8i4InbKywEAZ7Kd1lTNuzpr92ReiH4HX6UNEfRmCOyVfEOkH75M3FxBIQupKNLBWCJyMB8kwg.oesMpGkyk5LpvBnaH0ofp6gWPs4P1xKIE82oO07ozis&dib_tag=se&keywords=laptop&qid=1721655997&sprefix=laptop%2Caps%2C248&sr=8-3
23,"HP Laptop 14s, 12th Gen Intel Core i3-1215U, 14-inch (35.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel UHD graphics, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.46 kg), dy5008TU  ","₹35,990",https://amazon.in//HP-i3-1215U-Graphics-Speakers-dy5008TU/dp/B0BZS88YPT/ref=sr_1_19?crid=90IDMGCNQ28V&dib=eyJ2IjoiMSJ9.4AYABodbM1C5JzOptik4SmF41fWoOeJPwiNN5WAqCFt33bmMQo4EvgC-jDf4o7wGSvlvgTCc9hR1qjbS-97OUqtkeQgCcRav2fv2gsQ3qr6jHCAa7yk0K7N2kcO6nc208mmufpeka78thaOoEKaAkNmp9jo9IdCD845MZuV_hm04sclN_ee5vL4UQjlPIyDPbWQ_2Kd5LyLCEWWkfssR9eXWmotbeRKDlsXJt-USoew.i9d4qzHfiSdOBTxataDQNU3V9vm5M_zKgZ2BAu52938&dib_tag=se&keywords=laptop&qid=1721656001&sprefix=laptop%2Caps%2C248&sr=8-19
24,"ASUS Vivobook 14, IntelCore i3-1215U 12th Gen, 14"" (35.56 cm) FHD, Thin and Light Laptop (8 GB RAM/512GB SSD/Win11/Office 2021/Fingerprint/42WHr /Silver/1.40 kg), X1404ZA-NK322WS  ","₹33,990",https://amazon.in//ASUS-Vivobook-IntelCore-Fingerprint-X1404ZA-NK322WS/dp/B0CCPBPYSB/ref=sr_1_20?crid=90IDMGCNQ28V&dib=eyJ2IjoiMSJ9.4AYABodbM1C5JzOptik4SmF41fWoOeJPwiNN5WAqCFt33bmMQo4EvgC-jDf4o7wGSvlvgTCc9hR1qjbS-97OUqtkeQgCcRav2fv2gsQ3qr6jHCAa7yk0K7N2kcO6nc208mmufpeka78thaOoEKaAkNmp9jo9IdCD845MZuV_hm04sclN_ee5vL4UQjlPIyDPbWQ_2Kd5LyLCEWWkfssR9eXWmotbeRKDlsXJt-USoew.i9d4qzHfiSdOBTxataDQNU3V9vm5M_zKgZ2BAu52938&dib_tag=se&keywords=laptop&qid=1721656001&sprefix=laptop%2Caps%2C248&sr=8-20
25,"Dell [Smartchoice G15-5530 Gaming Laptop, Intel Core i5-13450HX, 16GB DDR5, 1TB, NVIDIA RTX 3050,6GB GDDR6,15.6"" (39.62cm) FHD 120Hz 250 nits,Backlit KB Orange,Win 11 + MSO'21,Dark Shadow Gray,2.65kg  ","₹77,490",https://amazon.in//Dell-Smartchoice-G15-5530-Gaming-i5-13450HX/dp/B0CRKXDX83/ref=sr_1_21?crid=90IDMGCNQ28V&dib=eyJ2IjoiMSJ9.4AYABodbM1C5JzOptik4SmF41fWoOeJPwiNN5WAqCFt33bmMQo4EvgC-jDf4o7wGSvlvgTCc9hR1qjbS-97OUqtkeQgCcRav2fv2gsQ3qr6jHCAa7yk0K7N2kcO6nc208mmufpeka78thaOoEKaAkNmp9jo9IdCD845MZuV_hm04sclN_ee5vL4UQjlPIyDPbWQ_2Kd5LyLCEWWkfssR9eXWmotbeRKDlsXJt-USoew.i9d4qzHfiSdOBTxataDQNU3V9vm5M_zKgZ2BAu52938&dib_tag=se&keywords=laptop&qid=1721656001&sprefix=laptop%2Caps%2C248&sr=8-21
26,"ASUS Vivobook 14, IntelCore i3-1215U 12th Gen, 14"" (35.56 cm) FHD, Thin and Light Laptop (8 GB RAM/512GB SSD/Win11/Office 2021/Fingerprint/42WHr /Silver/1.40 kg), X1404ZA-NK322WS  ","₹33,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0MDEyNjYxNjk3NjkyMDM6MTcyMTY1NjAwMTpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwMjUwODMxNDkzNzMyOjowOjo&url=%2FASUS-Vivobook-IntelCore-Fingerprint-X1404ZA-NK322WS%2Fdp%2FB0CCPBPYSB%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.fc684e65-c18a-4031-9f8d-e6a2af0c8bfb%253Aamzn1.sym.fc684e65-c18a-4031-9f8d-e6a2af0c8bfb%26crid%3D90IDMGCNQ28V%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.IKJWsJNJwc59bZiX8jDFx_JjMXi3n5VIyE6UwQnNWDBYqdEqPLekGF4vgebwdO8vggKna1ErXFpmH4EULOO4iA.QbYNCgTbIRI0ur-dH2UglZ18aQx7xyFAs5Uja9Pu9_Y%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0CCPBPYSB%26pd_rd_r%3Dea8c431d-4537-431b-8952-e867b52993f0%26pd_rd_w%3DzKgX1%26pd_rd_wg%3DCTUUh%26pf_rd_p%3Dfc684e65-c18a-4031-9f8d-e6a2af0c8bfb%26pf_rd_r%3DFGHET0BKH9FGE0HN6D7Z%26qid%3D1721656001%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C248%26sr%3D1-17-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
27,"Lenovo IdeaPad 1 AMD Ryzen 5 5500U 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/HD Camera/1 Year ADP Free/Grey/1.6Kg), 82R400BGIN  ","₹35,490",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0MDEyNjYxNjk3NjkyMDM6MTcyMTY1NjAwMTpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwMTIwNTg0OTMzNDMyOjoxOjo&url=%2FLenovo-IdeaPad-39-62cm-Windows-82R400BGIN%2Fdp%2FB09MM58Y7Q%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.fc684e65-c18a-4031-9f8d-e6a2af0c8bfb%253Aamzn1.sym.fc684e65-c18a-4031-9f8d-e6a2af0c8bfb%26crid%3D90IDMGCNQ28V%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.IKJWsJNJwc59bZiX8jDFx_JjMXi3n5VIyE6UwQnNWDBYqdEqPLekGF4vgebwdO8vggKna1ErXFpmH4EULOO4iA.QbYNCgTbIRI0ur-dH2UglZ18aQx7xyFAs5Uja9Pu9_Y%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB09MM58Y7Q%26pd_rd_r%3Dea8c431d-4537-431b-8952-e867b52993f0%26pd_rd_w%3DzKgX1%26pd_rd_wg%3DCTUUh%26pf_rd_p%3Dfc684e65-c18a-4031-9f8d-e6a2af0c8bfb%26pf_rd_r%3DFGHET0BKH9FGE0HN6D7Z%26qid%3D1721656001%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C248%26sr%3D1-18-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
28,"MSI Modern 14, Intel 12th Gen. i7-1255U, 36CM FHD 60Hz Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Intel Iris Xe Graphics/Classic Black/1.4Kg), C12M-459IN  ","₹47,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0MDEyNjYxNjk3NjkyMDM6MTcyMTY1NjAwMTpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwMjUwODMxNDk1NzMyOjoyOjo&url=%2FMSI-i7-1255U-Windows-Graphics-C12M-459IN%2Fdp%2FB09YCX5F52%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.fc684e65-c18a-4031-9f8d-e6a2af0c8bfb%253Aamzn1.sym.fc684e65-c18a-4031-9f8d-e6a2af0c8bfb%26crid%3D90IDMGCNQ28V%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.IKJWsJNJwc59bZiX8jDFx_JjMXi3n5VIyE6UwQnNWDBYqdEqPLekGF4vgebwdO8vggKna1ErXFpmH4EULOO4iA.QbYNCgTbIRI0ur-dH2UglZ18aQx7xyFAs5Uja9Pu9_Y%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB09YCX5F52%26pd_rd_r%3Dea8c431d-4537-431b-8952-e867b52993f0%26pd_rd_w%3DzKgX1%26pd_rd_wg%3DCTUUh%26pf_rd_p%3Dfc684e65-c18a-4031-9f8d-e6a2af0c8bfb%26pf_rd_r%3DFGHET0BKH9FGE0HN6D7Z%26qid%3D1721656001%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C248%26sr%3D1-19-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
29,"[Smart Choice] Lenovo IdeaPad Gaming 3 Laptop AMD Ryzen 5 5500H 15.6"" (39.62cm) FHD IPS 300nits 144Hz (8GB/512GB SSD/Win 11/NVIDIA RTX 2050 4GB/Alexa/3 Month Game Pass/Shadow Black/2.32Kg), 82K20289IN  ","₹43,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0MDEyNjYxNjk3NjkyMDM6MTcyMTY1NjAwMTpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwMTAzMTI1OTUyMzMyOjozOjo&url=%2FLenovo-IdeaPad-39-62cm-300nits-82K20289IN%2Fdp%2FB0CL5L59Z9%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.fc684e65-c18a-4031-9f8d-e6a2af0c8bfb%253Aamzn1.sym.fc684e65-c18a-4031-9f8d-e6a2af0c8bfb%26crid%3D90IDMGCNQ28V%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.IKJWsJNJwc59bZiX8jDFx_JjMXi3n5VIyE6UwQnNWDBYqdEqPLekGF4vgebwdO8vggKna1ErXFpmH4EULOO4iA.QbYNCgTbIRI0ur-dH2UglZ18aQx7xyFAs5Uja9Pu9_Y%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0CL5L59Z9%26pd_rd_r%3Dea8c431d-4537-431b-8952-e867b52993f0%26pd_rd_w%3DzKgX1%26pd_rd_wg%3DCTUUh%26pf_rd_p%3Dfc684e65-c18a-4031-9f8d-e6a2af0c8bfb%26pf_rd_r%3DFGHET0BKH9FGE0HN6D7Z%26qid%3D1721656001%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C248%26sr%3D1-20-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
30,"HP Laptop 15s, 12th Gen Intel Core i3, 15.6-inch (39.6 cm), 8GB DDR4, 512GB SSD, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.69 kg), fq5007TU / FQ5327TU  ","₹36,036",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0MDEyNjYxNjk3NjkyMDM6MTcyMTY1NjAwMTpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwMjUwODMxNDkzNDMyOjo0Ojo&url=%2FHP-i3-1215U-15-6-inch-Graphics-Speakers%2Fdp%2FB0BP2M7CCS%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.fc684e65-c18a-4031-9f8d-e6a2af0c8bfb%253Aamzn1.sym.fc684e65-c18a-4031-9f8d-e6a2af0c8bfb%26crid%3D90IDMGCNQ28V%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.IKJWsJNJwc59bZiX8jDFx_JjMXi3n5VIyE6UwQnNWDBYqdEqPLekGF4vgebwdO8vggKna1ErXFpmH4EULOO4iA.QbYNCgTbIRI0ur-dH2UglZ18aQx7xyFAs5Uja9Pu9_Y%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0BP2M7CCS%26pd_rd_r%3Dea8c431d-4537-431b-8952-e867b52993f0%26pd_rd_w%3DzKgX1%26pd_rd_wg%3DCTUUh%26pf_rd_p%3Dfc684e65-c18a-4031-9f8d-e6a2af0c8bfb%26pf_rd_r%3DFGHET0BKH9FGE0HN6D7Z%26qid%3D1721656001%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C248%26sr%3D1-21-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
31,"Apple MacBook Air Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Grey  ","₹68,990",https://amazon.in//Apple-MacBook-Chip-13-inch-256GB/dp/B08N5W4NNB/ref=sr_1_22?crid=90IDMGCNQ28V&dib=eyJ2IjoiMSJ9.4AYABodbM1C5JzOptik4SmF41fWoOeJPwiNN5WAqCFt33bmMQo4EvgC-jDf4o7wGSvlvgTCc9hR1qjbS-97OUqtkeQgCcRav2fv2gsQ3qr6jHCAa7yk0K7N2kcO6nc208mmufpeka78thaOoEKaAkNmp9jo9IdCD845MZuV_hm04sclN_ee5vL4UQjlPIyDPbWQ_2Kd5LyLCEWWkfssR9eXWmotbeRKDlsXJt-USoew.i9d4qzHfiSdOBTxataDQNU3V9vm5M_zKgZ2BAu52938&dib_tag=se&keywords=laptop&qid=1721656001&sprefix=laptop%2Caps%2C248&sr=8-22
32,"Dell 14 Thin & Light Laptop, 12th Gen Intel Core i3-1215U Processor/8GB/512GB SSD/Intel UHD Graphics/14.0""(35.56cm) FHD/Windows 11 + MSO'21/15 Month McAfee/Spill-Resistant Keyboard/Grey/1.48kg  ","₹34,990",https://amazon.in//Dell-14-Rheinland-Certified-Comfortview/dp/B0BQJ9HZPP/ref=sr_1_23?crid=90IDMGCNQ28V&dib=eyJ2IjoiMSJ9.4AYABodbM1C5JzOptik4SmF41fWoOeJPwiNN5WAqCFt33bmMQo4EvgC-jDf4o7wGSvlvgTCc9hR1qjbS-97OUqtkeQgCcRav2fv2gsQ3qr6jHCAa7yk0K7N2kcO6nc208mmufpeka78thaOoEKaAkNmp9jo9IdCD845MZuV_hm04sclN_ee5vL4UQjlPIyDPbWQ_2Kd5LyLCEWWkfssR9eXWmotbeRKDlsXJt-USoew.i9d4qzHfiSdOBTxataDQNU3V9vm5M_zKgZ2BAu52938&dib_tag=se&keywords=laptop&qid=1721656001&sprefix=laptop%2Caps%2C248&sr=8-23
33,"(Refurbished) Lenovo V310 6th Gen Intel Core i3 Thin & Light HD Laptop (8 GB DDR4 RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/BT/Webcam/Intel HD Graphics)  ","₹13,426",https://amazon.in//Refurbished-Lenovo-Laptop-Windows-Graphics/dp/B0D9DH3WS2/ref=sr_1_4?crid=90IDMGCNQ28V&dib=eyJ2IjoiMSJ9.AeiGbFXyCURID9x2n--3FgKLs-WlE8yDSsYWx_W3MCoW-_LW77YZRX4IuZ4Hm3lP_0q-HnFpsjqs-5WZypKGw_pjeGJgDzlnQ493QYrydCAeUs5dXmlMLKxjrKfZ_QLyITJUMFqhSez9NgUV-iMBwtvpaR_u2Iy6qx8i4InbKywEAZ7Kd1lTNuzpr92ReiH4HX6UNEfRmCOyVfEOkH75M3FxBIQupKNLBWCJyMB8kwg.oesMpGkyk5LpvBnaH0ofp6gWPs4P1xKIE82oO07ozis&dib_tag=se&keywords=laptop&qid=1721655997&sprefix=laptop%2Caps%2C248&sr=8-4
34,"Acer Aspire Lite 12th Gen Intel Core i5-1235U Thin and Light Laptop (Windows 11 Home/16GB RAM/512GB SSD/Intel Iris Xe Graphics) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG  ","₹40,999",https://amazon.in//Acer-i5-1235U-Windows-Graphics-AL15-52/dp/B0CLTW4D7T/ref=sr_1_24?crid=90IDMGCNQ28V&dib=eyJ2IjoiMSJ9.4AYABodbM1C5JzOptik4SmF41fWoOeJPwiNN5WAqCFt33bmMQo4EvgC-jDf4o7wGSvlvgTCc9hR1qjbS-97OUqtkeQgCcRav2fv2gsQ3qr6jHCAa7yk0K7N2kcO6nc208mmufpeka78thaOoEKaAkNmp9jo9IdCD845MZuV_hm04sclN_ee5vL4UQjlPIyDPbWQ_2Kd5LyLCEWWkfssR9eXWmotbeRKDlsXJt-USoew.i9d4qzHfiSdOBTxataDQNU3V9vm5M_zKgZ2BAu52938&dib_tag=se&keywords=laptop&qid=1721656001&sprefix=laptop%2Caps%2C248&sr=8-24
35,"HP Laptop 15, 13th Gen Intel Core i3-1315U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, Thin & light, Intel Iris Xᵉ graphics, Dual speakers (Win 11, MSO 2021, Silver, 1.59 kg), fd0006TU  ","₹39,990",https://amazon.in//HP-i3-1315U-15-6-inch-Graphics-Speakers/dp/B0C3RF3HT3/ref=sr_1_25?crid=90IDMGCNQ28V&dib=eyJ2IjoiMSJ9.4AYABodbM1C5JzOptik4SmF41fWoOeJPwiNN5WAqCFt33bmMQo4EvgC-jDf4o7wGSvlvgTCc9hR1qjbS-97OUqtkeQgCcRav2fv2gsQ3qr6jHCAa7yk0K7N2kcO6nc208mmufpeka78thaOoEKaAkNmp9jo9IdCD845MZuV_hm04sclN_ee5vL4UQjlPIyDPbWQ_2Kd5LyLCEWWkfssR9eXWmotbeRKDlsXJt-USoew.i9d4qzHfiSdOBTxataDQNU3V9vm5M_zKgZ2BAu52938&dib_tag=se&keywords=laptop&qid=1721656001&sprefix=laptop%2Caps%2C248&sr=8-25
36,"HP Laptop 15s, AMD Ryzen 7 5700U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, AMD Radeon graphics, Backlit KB, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.69 kg), ey2001AU  ","₹46,849",https://amazon.in//HP-15-6-inch-Graphics-Speakers-ey2001AU/dp/B0C9DDN2JB/ref=sr_1_26?crid=90IDMGCNQ28V&dib=eyJ2IjoiMSJ9.4AYABodbM1C5JzOptik4SmF41fWoOeJPwiNN5WAqCFt33bmMQo4EvgC-jDf4o7wGSvlvgTCc9hR1qjbS-97OUqtkeQgCcRav2fv2gsQ3qr6jHCAa7yk0K7N2kcO6nc208mmufpeka78thaOoEKaAkNmp9jo9IdCD845MZuV_hm04sclN_ee5vL4UQjlPIyDPbWQ_2Kd5LyLCEWWkfssR9eXWmotbeRKDlsXJt-USoew.i9d4qzHfiSdOBTxataDQNU3V9vm5M_zKgZ2BAu52938&dib_tag=se&keywords=laptop&qid=1721656001&sprefix=laptop%2Caps%2C248&sr=8-26
37,"Lenovo LOQ 2024 13th Gen Intel Core i7-13650HX 15.6"" (39.6cm) 144Hz 300Nits FHD Gaming Laptop (24GB/512GB SSD/Win 11/NVIDIA RTX 4060 8GB/MSO 21/1Yr ADP Free/3mon Game Pass/Grey/2.4Kg), 83DV00LXIN  ","₹1,04,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4Nzk4MDk4NDA0MTUzMjAzOjE3MjE2NTYwMDE6c3BfbXRmOjMwMDIwNjU1Nzg5NjQzMjo6MDo6&url=%2FLenovo-i7-13650HX-39-6cm-300Nits-83DV00LXIN%2Fdp%2FB0D3TGNY9G%2Fref%3Dsr_1_27_sspa%3Fcrid%3D90IDMGCNQ28V%26dib%3DeyJ2IjoiMSJ9.4AYABodbM1C5JzOptik4SmF41fWoOeJPwiNN5WAqCFt33bmMQo4EvgC-jDf4o7wGSvlvgTCc9hR1qjbS-97OUqtkeQgCcRav2fv2gsQ3qr6jHCAa7yk0K7N2kcO6nc208mmufpeka78thaOoEKaAkNmp9jo9IdCD845MZuV_hm04sclN_ee5vL4UQjlPIyDPbWQ_2Kd5LyLCEWWkfssR9eXWmotbeRKDlsXJt-USoew.i9d4qzHfiSdOBTxataDQNU3V9vm5M_zKgZ2BAu52938%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721656001%26sprefix%3Dlaptop%252Caps%252C248%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
38,"Lenovo LOQ 2024 12th Gen Intel Core i5-12450HX 15.6"" (39.6cm) 144Hz 300Nits FHD IPS Gaming Laptop (16GB/512GB SSD/NVIDIA RTX 3050 6GB Graphics/Win 11/Non-MSO/3 Mon. Game Pass/Grey/2.4Kg), 83GS003NIN  ","₹64,490",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4Nzk4MDk4NDA0MTUzMjAzOjE3MjE2NTYwMDE6c3BfbXRmOjMwMDI2Mzc1MDQ3NjMzMjo6MDo6&url=%2FLenovo-i5-12450HX-300Nits-Graphics-83GS003NIN%2Fdp%2FB0D49RN3X6%2Fref%3Dsr_1_28_sspa%3Fcrid%3D90IDMGCNQ28V%26dib%3DeyJ2IjoiMSJ9.4AYABodbM1C5JzOptik4SmF41fWoOeJPwiNN5WAqCFt33bmMQo4EvgC-jDf4o7wGSvlvgTCc9hR1qjbS-97OUqtkeQgCcRav2fv2gsQ3qr6jHCAa7yk0K7N2kcO6nc208mmufpeka78thaOoEKaAkNmp9jo9IdCD845MZuV_hm04sclN_ee5vL4UQjlPIyDPbWQ_2Kd5LyLCEWWkfssR9eXWmotbeRKDlsXJt-USoew.i9d4qzHfiSdOBTxataDQNU3V9vm5M_zKgZ2BAu52938%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721656001%26sprefix%3Dlaptop%252Caps%252C248%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
39,"(Refurbished) Dell Latitude 5270 6th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM/256 GB SSD/12.3"" (31.8 cm) HD/Windows 11/MS Office/WiFi/BT/Intel UHD Graphics)  ","₹15,999",https://amazon.in//Refurbished-Dell-Latitude-Windows-Graphics/dp/B0D8BGMLGH/ref=sr_1_29?crid=90IDMGCNQ28V&dib=eyJ2IjoiMSJ9.4AYABodbM1C5JzOptik4SmF41fWoOeJPwiNN5WAqCFt33bmMQo4EvgC-jDf4o7wGSvlvgTCc9hR1qjbS-97OUqtkeQgCcRav2fv2gsQ3qr6jHCAa7yk0K7N2kcO6nc208mmufpeka78thaOoEKaAkNmp9jo9IdCD845MZuV_hm04sclN_ee5vL4UQjlPIyDPbWQ_2Kd5LyLCEWWkfssR9eXWmotbeRKDlsXJt-USoew.i9d4qzHfiSdOBTxataDQNU3V9vm5M_zKgZ2BAu52938&dib_tag=se&keywords=laptop&qid=1721656001&sprefix=laptop%2Caps%2C248&sr=8-29
